roll,die1,die2,croupier
5175,6,6,Kris
5176,3,5,Kris
5177,4,2,Kris
5178,2,2,Kris
5179,4,3,Kris
5180,3,4,Kris
5181,3,5,Kris
5182,1,6,Kris
5183,5,6,Kris
5184,2,6,Kris
5185,2,6,Kris
5186,1,1,Kris
5187,1,6,Kris
5188,4,5,Kris
5189,3,1,Kris
5190,6,2,Kris
5191,6,4,Kris
5192,6,5,Kris
5193,1,4,Kris
5194,3,3,Kris
5195,6,3,Kris
5196,4,5,Kris
5197,3,2,Kris
5198,4,3,Kris
5199,1,5,Kris
5200,4,5,Kris
5201,5,2,Carey
5202,5,5,Carey
5203,3,6,Carey
5204,2,3,Carey
5205,3,4,Carey
5206,5,1,Carey
5207,3,5,Carey
5208,3,5,Carey
5209,2,3,Carey
5210,2,1,Carey
5211,5,2,Carey
5212,4,6,Carey
5213,6,5,Carey
5214,1,6,Carey
5215,2,2,Carey
5216,3,2,Carey
5217,1,3,Carey
5218,4,5,Carey
5219,6,6,Carey
5220,3,1,Carey
5221,1,2,Carey
5222,2,2,Carey
5223,2,6,Carey
5224,6,4,Carey
5225,6,4,Carey
5226,6,4,Carey
5227,2,2,Carey
5228,4,6,Carey
5229,1,4,Carey
5230,2,6,Carey
5231,5,2,Carey
5232,3,6,Carey
5233,5,5,Carey
5234,1,5,Carey
5235,6,4,Carey
5236,4,1,Carey
5237,6,3,Carey
5238,2,6,Carey
5239,2,1,Carey
5240,2,1,Carey
5241,2,4,Carey
5242,4,6,Carey
5243,6,3,Carey
5244,4,4,Carey
5245,5,5,Carey
5246,2,5,Carey
5247,4,1,Carey
5248,4,1,Carey
5249,2,5,Carey
5250,4,4,Carey
5251,3,4,Carey
5252,1,4,Carey
5253,2,1,Carey
5254,4,3,Carey
5255,5,1,Carey
5256,2,6,Carey
5257,2,6,Carey
5258,6,2,Carey
5259,4,3,Carey
5260,4,3,Carey
5261,2,5,Carey
5262,2,2,Carey
5263,1,2,Carey
5264,5,3,Carey
5265,1,2,Carey
5266,6,5,Carey
5267,1,4,Carey
5268,1,6,Carey
5269,3,5,Carey
5270,3,5,Carey
5271,1,6,Carey
5272,2,4,Carey
5273,3,4,Carey
5274,3,3,Carey
5275,4,4,Carey
5276,4,2,Carey
5277,4,6,Carey
5278,2,3,Carey
5279,3,4,Carey
5280,5,2,Carey
5281,4,1,Carey
5282,3,2,Carey
5283,3,1,Carey
5284,2,5,Carey
5285,5,3,Carey
5286,1,6,Carey
5287,6,5,Carey
5288,2,5,Carey
5289,4,1,Carey
5290,1,4,Carey
5291,1,5,Carey
5292,1,6,Carey
5293,5,4,Carey
5294,5,2,Carey
5295,4,1,Carey
5296,4,5,Carey
5297,3,6,Carey
5298,3,3,Carey
5299,4,5,Carey
5300,3,3,Carey
5301,2,5,Kris
5302,2,1,Kris
5303,4,2,Kris
5304,5,5,Kris
5305,4,5,Kris
5306,4,1,Kris
5307,2,2,Kris
5308,3,4,Kris
5309,3,2,Kris
5310,5,1,Kris
5311,6,1,Kris
5312,5,2,Kris
5313,1,6,Kris
5314,6,5,Kris
5315,6,5,Kris
5316,5,1,Kris
5317,3,1,Kris
5318,6,5,Kris
5319,3,3,Kris
5320,3,5,Kris
5321,4,3,Kris
5322,4,5,Kris
5323,4,4,Kris
5324,3,3,Kris
5325,5,6,Kris
5326,6,4,Kris
5327,3,3,Kris
5328,4,6,Kris
5329,4,4,Kris
5330,3,3,Kris
5331,3,6,Kris
5332,4,2,Kris
5333,6,5,Kris
5334,6,3,Kris
5335,5,3,Kris
5336,2,6,Kris
5337,4,5,Kris
5338,3,6,Kris
5339,5,6,Kris
5340,4,5,Kris
5341,2,2,Kris
5342,1,3,Kris
5343,2,6,Kris
5344,5,5,Kris
5345,5,6,Kris
5346,5,4,Kris
5347,2,1,Kris
5348,4,1,Kris
5349,3,6,Kris
5350,1,2,Kris
5351,2,5,Kris
5352,3,3,Kris
5353,6,1,Kris
5354,4,3,Kris
5355,2,1,Kris
5356,6,1,Kris
5357,3,1,Kris
5358,3,5,Kris
5359,5,1,Kris
5360,6,1,Kris
5361,4,6,Kris
5362,5,5,Kris
5363,1,2,Kris
5364,6,2,Kris
5365,4,1,Kris
5366,2,6,Kris
5367,2,2,Kris
5368,6,1,Kris
5369,2,6,Kris
5370,4,3,Kris
5371,5,3,Kris
5372,4,3,Kris
5373,4,4,Kris
5374,1,2,Kris
5375,5,5,Kris
5376,5,1,Kris
5377,2,5,Kris
5378,1,5,Kris
5379,1,3,Kris
5380,4,2,Kris
5381,5,5,Kris
5382,4,1,Kris
5383,5,6,Kris
5384,3,2,Kris
5385,3,5,Kris
5386,1,1,Kris
5387,1,4,Kris
5388,2,5,Kris
5389,5,3,Kris
5390,5,3,Kris
5391,5,5,Kris
5392,6,4,Kris
5393,5,6,Kris
5394,3,1,Kris
5395,1,1,Kris
5396,5,1,Kris
5397,2,3,Kris
5398,2,4,Kris
5399,6,5,Kris
5400,1,6,Kris
5401,6,2,Carey
5402,4,1,Carey
5403,2,1,Carey
5404,6,1,Carey
5405,5,6,Carey
5406,2,1,Carey
5407,6,2,Carey
5408,5,2,Carey
5409,5,3,Carey
5410,6,3,Carey
5411,3,5,Carey
5412,3,1,Carey
5413,6,2,Carey
5414,5,4,Carey
5415,2,3,Carey
5416,4,3,Carey
5417,3,4,Carey
5418,6,1,Carey
5419,4,2,Carey
5420,4,1,Carey
5421,5,3,Carey
5422,6,5,Carey
5423,6,5,Carey
5424,2,4,Carey
5425,1,3,Carey
5426,6,1,Carey
5427,6,4,Carey
5428,5,2,Carey
5429,4,4,Carey
5430,4,5,Carey
5431,5,6,Carey
5432,3,1,Carey
5433,6,6,Carey
5434,2,5,Carey
5435,5,5,Carey
5436,2,5,Carey
5437,4,2,Carey
5438,3,3,Carey
5439,6,3,Carey
5440,1,1,Carey
5441,1,6,Carey
5442,1,4,Carey
5443,2,1,Carey
5444,5,4,Carey
5445,4,3,Carey
5446,6,1,Carey
5447,3,1,Carey
5448,1,1,Carey
5449,6,4,Carey
5450,6,2,Carey
5451,1,4,Carey
5452,1,3,Carey
5453,1,3,Carey
5454,6,6,Carey
5455,2,2,Carey
5456,2,5,Carey
5457,6,1,Carey
5458,3,1,Carey
5459,1,3,Carey
5460,2,5,Carey
5461,2,2,Carey
5462,6,5,Carey
5463,2,1,Carey
5464,5,4,Carey
5465,5,1,Carey
5466,2,5,Carey
5467,5,2,Carey
5468,2,2,Carey
5469,2,3,Carey
5470,5,6,Carey
5471,2,3,Carey
5472,6,5,Carey
5473,1,5,Carey
5474,2,1,Carey
5475,3,2,Carey
5476,6,1,Carey
5477,6,6,Carey
5478,3,4,Carey
5479,4,6,Carey
5480,5,2,Carey
5481,1,5,Carey
5482,4,1,Carey
5483,5,1,Carey
5484,6,5,Carey
5485,1,3,Carey
5486,5,1,Carey
5487,1,5,Carey
5488,3,5,Carey
5489,2,6,Carey
5490,6,2,Carey
5491,5,6,Carey
5492,4,3,Carey
5493,4,2,Carey
5494,4,2,Carey
5495,6,5,Carey
5496,6,2,Carey
5497,3,2,Carey
5498,2,3,Carey
5499,3,3,Carey
5500,2,3,Carey
5501,5,2,Kris
5502,3,1,Kris
5503,5,1,Kris
5504,4,5,Kris
5505,1,5,Kris
5506,3,2,Kris
5507,4,4,Kris
5508,3,3,Kris
5509,4,1,Kris
5510,3,4,Kris
5511,4,3,Kris
5512,6,5,Kris
5513,6,6,Kris
5514,5,5,Kris
5515,1,4,Kris
5516,5,6,Kris
5517,1,2,Kris
5518,2,5,Kris
5519,3,1,Kris
5520,1,3,Kris
5521,5,5,Kris
5522,2,5,Kris
5523,2,5,Kris
5524,1,4,Kris
5525,1,5,Kris
5526,3,6,Kris
5527,2,3,Kris
5528,4,1,Kris
5529,5,2,Kris
5530,3,4,Kris
5531,3,5,Kris
5532,6,2,Kris
5533,3,4,Kris
5534,1,2,Kris
5535,2,5,Kris
5536,6,6,Kris
5537,2,5,Kris
5538,6,5,Kris
5539,6,5,Kris
5540,4,2,Kris
5541,2,1,Kris
5542,4,6,Kris
5543,5,4,Kris
5544,1,2,Kris
5545,2,6,Kris
5546,3,4,Kris
5547,2,4,Kris
5548,2,1,Kris
5549,3,5,Kris
5550,2,2,Kris
5551,4,5,Kris
5552,5,6,Kris
5553,2,6,Kris
5554,3,6,Kris
5555,4,3,Kris
5556,5,6,Kris
5557,3,2,Kris
5558,2,3,Kris
5559,1,2,Kris
5560,3,2,Kris
5561,4,3,Kris
5562,3,2,Kris
5563,2,2,Kris
5564,5,3,Kris
5565,5,6,Kris
5566,6,1,Kris
5567,5,3,Kris
5568,2,5,Kris
5569,5,3,Kris
5570,3,2,Kris
5571,1,2,Kris
5572,3,3,Kris
5573,3,2,Kris
5574,6,3,Kris
5575,5,1,Kris
5576,5,3,Kris
5577,6,3,Kris
5578,6,2,Kris
5579,2,6,Kris
5580,3,1,Kris
5581,6,6,Kris
5582,3,4,Kris
5583,6,3,Kris
5584,2,2,Kris
5585,5,2,Kris
5586,4,4,Kris
5587,3,2,Kris
5588,2,6,Kris
5589,2,3,Kris
5590,6,3,Kris
5591,3,2,Kris
5592,1,6,Kris
5593,1,6,Kris
5594,6,3,Kris
5595,1,3,Kris
5596,3,6,Kris
5597,2,5,Kris
5598,6,6,Kris
5599,2,1,Kris
5600,2,4,Kris
5601,6,3,Carey
5602,5,6,Carey
5603,6,5,Carey
5604,6,6,Carey
5605,5,5,Carey
5606,6,3,Carey
5607,2,3,Carey
5608,2,6,Carey
5609,2,3,Carey
5610,5,6,Carey
5611,3,3,Carey
5612,4,3,Carey
5613,6,3,Carey
5614,4,3,Carey
5615,3,4,Carey
5616,4,4,Carey
5617,5,6,Carey
5618,5,5,Carey
5619,2,2,Carey
5620,5,3,Carey
5621,3,6,Carey
5622,4,3,Carey
5623,3,6,Carey
5624,6,2,Carey
5625,6,5,Carey
5626,5,6,Carey
5627,2,1,Carey
5628,4,1,Carey
5629,6,6,Carey
5630,4,6,Carey
5631,2,5,Carey
5632,6,3,Carey
5633,1,5,Carey
5634,2,1,Carey
5635,2,1,Carey
5636,5,5,Carey
5637,1,4,Carey
5638,5,3,Carey
5639,2,1,Carey
5640,5,6,Carey
5641,6,4,Carey
5642,2,5,Carey
5643,6,1,Carey
5644,2,6,Carey
5645,3,1,Carey
5646,5,4,Carey
5647,4,6,Carey
5648,5,2,Carey
5649,2,2,Carey
5650,5,1,Carey
5651,3,6,Carey
5652,3,5,Carey
5653,4,5,Carey
5654,2,2,Carey
5655,6,6,Carey
5656,5,4,Carey
5657,5,2,Carey
5658,5,5,Carey
5659,1,4,Carey
5660,4,5,Carey
5661,3,4,Carey
5662,6,3,Carey
5663,3,1,Carey
5664,3,3,Carey
5665,3,4,Carey
5666,6,4,Carey
5667,3,2,Carey
5668,3,4,Carey
5669,5,1,Carey
5670,4,4,Carey
5671,6,5,Carey
5672,2,5,Carey
5673,2,1,Carey
5674,6,4,Carey
5675,2,1,Carey
5676,6,6,Carey
5677,1,3,Carey
5678,3,3,Carey
5679,5,5,Carey
5680,5,2,Carey
5681,1,2,Carey
5682,3,3,Carey
5683,4,1,Carey
5684,3,6,Carey
5685,3,2,Carey
5686,1,2,Carey
5687,1,3,Carey
5688,6,5,Carey
5689,6,1,Carey
5690,3,6,Carey
5691,6,3,Carey
5692,2,5,Carey
5693,5,5,Carey
5694,1,3,Carey
5695,5,6,Carey
5696,4,6,Carey
5697,6,6,Carey
5698,2,4,Carey
5699,6,3,Carey
5700,6,5,Carey
5701,4,1,Kris
5702,5,2,Kris
5703,4,3,Kris
5704,3,1,Kris
5705,5,2,Kris
5706,3,6,Kris
5707,5,4,Kris
5708,4,2,Kris
5709,4,5,Kris
5710,4,4,Kris
5711,2,4,Kris
5712,6,6,Kris
5713,2,4,Kris
5714,2,5,Kris
5715,2,6,Kris
5716,3,6,Kris
5717,5,5,Kris
5718,6,3,Kris
5719,2,1,Kris
5720,1,3,Kris
5721,5,6,Kris
5722,3,5,Kris
5723,4,4,Kris
5724,1,4,Kris
5725,6,2,Kris
5726,3,3,Kris
5727,2,5,Kris
5728,1,1,Kris
5729,1,6,Kris
5730,6,5,Kris
5731,5,4,Kris
5732,6,1,Kris
5733,4,3,Kris
5734,4,6,Kris
5735,4,2,Kris
5736,1,6,Kris
5737,2,1,Kris
5738,4,1,Kris
5739,5,5,Kris
5740,6,2,Kris
5741,3,2,Kris
5742,3,1,Kris
5743,2,2,Kris
5744,5,4,Kris
5745,1,4,Kris
5746,1,5,Kris
5747,4,5,Kris
5748,3,6,Kris
5749,1,1,Kris
5750,3,1,Kris
5751,3,3,Kris
5752,5,1,Kris
5753,2,1,Kris
5754,1,4,Kris
5755,2,5,Kris
5756,1,4,Kris
5757,1,1,Kris
5758,3,2,Kris
5759,6,2,Kris
5760,5,1,Kris
5761,4,3,Kris
5762,2,6,Kris
5763,4,5,Kris
5764,4,2,Kris
5765,3,6,Kris
5766,1,1,Kris
5767,1,6,Kris
5768,5,5,Kris
5769,5,1,Kris
5770,5,5,Kris
5771,5,1,Kris
5772,5,5,Kris
5773,1,6,Kris
5774,5,6,Kris
5775,4,5,Kris
5776,5,1,Kris
5777,6,3,Kris
5778,4,1,Kris
5779,6,6,Kris
5780,4,2,Kris
5781,3,2,Kris
5782,6,6,Kris
5783,2,3,Kris
5784,1,3,Kris
5785,6,5,Kris
5786,2,3,Kris
5787,2,3,Kris
5788,5,5,Kris
5789,4,2,Kris
5790,5,3,Kris
5791,2,1,Kris
5792,1,4,Kris
5793,3,4,Kris
5794,1,4,Kris
5795,3,5,Kris
5796,5,2,Kris
5797,3,6,Kris
5798,6,1,Kris
5799,2,5,Kris
5800,1,4,Kris
5801,2,3,Carey
5802,5,5,Carey
5803,4,3,Carey
5804,1,1,Carey
5805,2,3,Carey
5806,2,6,Carey
5807,5,6,Carey
5808,2,6,Carey
5809,1,5,Carey
5810,4,3,Carey
5811,2,6,Carey
5812,4,3,Carey
5813,1,3,Carey
5814,5,2,Carey
5815,5,1,Carey
5816,6,4,Carey
5817,6,6,Carey
5818,5,5,Carey
5819,2,5,Carey
5820,5,6,Carey
5821,4,3,Carey
5822,3,1,Carey
5823,6,4,Carey
5824,4,3,Carey
5825,1,6,Carey
5826,5,5,Carey
5827,4,4,Carey
5828,6,6,Carey
5829,4,5,Carey
5830,2,1,Carey
5831,2,2,Carey
5832,6,3,Carey
5833,1,4,Carey
5834,1,4,Carey
5835,3,1,Carey
5836,4,3,Carey
5837,6,3,Carey
5838,6,6,Carey
5839,3,5,Carey
5840,2,4,Carey
5841,2,5,Carey
5842,3,5,Carey
5843,5,4,Carey
5844,2,6,Carey
5845,5,1,Carey
5846,2,4,Carey
5847,6,3,Carey
5848,1,4,Carey
5849,1,3,Carey
5850,4,1,Carey
5851,1,1,Carey
5852,6,3,Carey
5853,6,6,Carey
5854,2,6,Carey
5855,5,3,Carey
5856,5,5,Carey
5857,1,2,Carey
5858,2,1,Carey
5859,4,2,Carey
5860,1,6,Carey
5861,1,3,Carey
5862,6,4,Carey
5863,6,4,Carey
5864,2,6,Carey
5865,2,4,Carey
5866,1,2,Carey
5867,3,3,Carey
5868,2,2,Carey
5869,6,1,Carey
5870,4,4,Carey
5871,2,1,Carey
5872,4,5,Carey
5873,1,4,Carey
5874,3,1,Carey
5875,1,3,Carey
5876,2,4,Carey
5877,2,6,Carey
5878,4,1,Carey
5879,6,5,Carey
5880,4,2,Carey
5881,3,4,Carey
5882,5,3,Carey
5883,1,6,Carey
5884,1,2,Carey
5885,3,2,Carey
5886,4,6,Carey
5887,5,5,Carey
5888,3,1,Carey
5889,3,2,Carey
5890,4,3,Carey
5891,6,5,Carey
5892,6,1,Carey
5893,6,2,Carey
5894,5,6,Carey
5895,3,6,Carey
5896,2,2,Carey
5897,6,6,Carey
5898,4,2,Carey
5899,4,6,Carey
5900,3,5,Carey
5901,1,5,Kris
5902,2,6,Kris
5903,1,6,Kris
5904,3,1,Kris
5905,3,3,Kris
5906,2,2,Kris
5907,5,4,Kris
5908,5,4,Kris
5909,4,6,Kris
5910,3,2,Kris
5911,3,6,Kris
5912,6,4,Kris
5913,5,1,Kris
5914,5,1,Kris
5915,1,2,Kris
5916,1,2,Kris
5917,3,5,Kris
5918,5,1,Kris
5919,4,4,Kris
5920,5,3,Kris
5921,3,1,Kris
5922,5,6,Kris
5923,5,5,Kris
5924,2,6,Kris
5925,3,2,Kris
5926,2,3,Kris
5927,5,4,Kris
5928,6,5,Kris
5929,5,6,Kris
5930,3,1,Kris
5931,3,3,Kris
5932,4,4,Kris
5933,1,6,Kris
5934,2,4,Kris
5935,6,3,Kris
5936,5,2,Kris
5937,5,4,Kris
5938,4,1,Kris
5939,3,6,Kris
5940,2,1,Kris
5941,5,1,Kris
5942,5,2,Kris
5943,4,3,Kris
5944,5,1,Kris
5945,6,5,Kris
5946,1,1,Kris
5947,4,3,Kris
5948,5,3,Kris
5949,1,1,Kris
5950,1,6,Kris
5951,6,1,Kris
5952,2,2,Kris
5953,4,5,Kris
5954,4,1,Kris
5955,3,6,Kris
5956,5,4,Kris
5957,1,2,Kris
5958,3,3,Kris
5959,5,6,Kris
5960,1,1,Kris
5961,5,2,Kris
5962,4,3,Kris
5963,1,3,Kris
5964,1,1,Kris
5965,4,6,Kris
5966,6,4,Kris
5967,4,2,Kris
5968,4,3,Kris
5969,6,3,Kris
5970,1,4,Kris
5971,3,6,Kris
5972,5,5,Kris
5973,6,3,Kris
5974,5,2,Kris
5975,5,3,Kris
5976,6,1,Kris
5977,1,4,Kris
5978,1,3,Kris
5979,4,3,Kris
5980,5,1,Kris
5981,4,6,Kris
5982,4,4,Kris
5983,4,5,Kris
5984,2,3,Kris
5985,4,4,Kris
5986,4,5,Kris
5987,1,1,Kris
5988,4,1,Kris
5989,3,3,Kris
5990,2,4,Kris
5991,5,4,Kris
5992,5,3,Kris
5993,1,3,Kris
5994,1,2,Kris
5995,4,2,Kris
5996,3,3,Kris
5997,3,2,Kris
5998,4,2,Kris
5999,5,4,Kris
6000,4,4,Kris
6001,1,1,Carey
6002,4,1,Carey
6003,6,2,Carey
6004,1,3,Carey
6005,4,5,Carey
6006,5,6,Carey
6007,2,3,Carey
6008,2,3,Carey
6009,2,1,Carey
6010,5,6,Carey
6011,2,6,Carey
6012,6,2,Carey
6013,6,6,Carey
6014,3,3,Carey
6015,6,4,Carey
6016,2,4,Carey
6017,4,2,Carey
6018,3,2,Carey
6019,5,3,Carey
6020,6,6,Carey
6021,5,5,Carey
6022,1,2,Carey
6023,3,3,Carey
6024,5,6,Carey
6025,6,3,Carey
6026,6,2,Carey
6027,5,4,Carey
6028,5,2,Carey
6029,3,4,Carey
6030,5,3,Carey
6031,5,6,Carey
6032,3,1,Carey
6033,2,6,Carey
6034,3,4,Carey
6035,1,4,Carey
6036,1,6,Carey
6037,4,1,Carey
6038,6,6,Carey
6039,2,3,Carey
6040,5,6,Carey
6041,6,3,Carey
6042,3,5,Carey
6043,2,2,Carey
6044,3,5,Carey
6045,2,1,Carey
6046,6,6,Carey
6047,1,2,Carey
6048,5,3,Carey
6049,5,3,Carey
6050,6,1,Carey
6051,5,6,Carey
6052,2,3,Carey
6053,4,6,Carey
6054,4,4,Carey
6055,5,4,Carey
6056,2,4,Carey
6057,4,3,Carey
6058,1,4,Carey
6059,3,5,Carey
6060,5,1,Carey
6061,1,1,Carey
6062,1,1,Carey
6063,1,6,Carey
6064,3,2,Carey
6065,5,2,Carey
6066,2,1,Carey
6067,6,3,Carey
6068,5,2,Carey
6069,2,3,Carey
6070,5,4,Carey
6071,2,2,Carey
6072,6,4,Carey
6073,2,1,Carey
6074,1,6,Carey
6075,1,2,Carey
6076,3,1,Carey
6077,4,5,Carey
6078,6,5,Carey
6079,3,6,Carey
6080,1,5,Carey
6081,6,5,Carey
6082,1,2,Carey
6083,1,5,Carey
6084,4,4,Carey
6085,4,1,Carey
6086,3,1,Carey
6087,5,4,Carey
6088,1,4,Carey
6089,5,1,Carey
6090,4,2,Carey
6091,1,5,Carey
6092,3,2,Carey
6093,6,4,Carey
6094,6,6,Carey
6095,3,3,Carey
6096,4,2,Carey
6097,4,4,Carey
6098,2,6,Carey
6099,3,6,Carey
6100,2,3,Carey
6101,1,5,Kris
6102,4,4,Kris
6103,6,2,Kris
6104,6,6,Kris
6105,4,1,Kris
6106,5,1,Kris
6107,4,3,Kris
6108,3,2,Kris
6109,1,1,Kris
6110,4,5,Kris
6111,2,3,Kris
6112,5,5,Kris
6113,2,4,Kris
6114,6,4,Kris
6115,2,5,Kris
6116,5,4,Kris
6117,1,1,Kris
6118,3,4,Kris
6119,4,3,Kris
6120,5,2,Kris
6121,6,2,Kris
6122,2,3,Kris
6123,2,2,Kris
6124,1,6,Kris
6125,2,4,Kris
6126,4,4,Kris
6127,3,5,Kris
6128,4,2,Kris
6129,5,4,Kris
6130,5,5,Kris
6131,2,2,Kris
6132,2,5,Kris
6133,6,4,Kris
6134,3,3,Kris
6135,5,4,Kris
6136,3,5,Kris
6137,6,3,Kris
6138,6,4,Kris
6139,2,6,Kris
6140,5,1,Kris
6141,5,3,Kris
6142,5,4,Kris
6143,2,4,Kris
6144,1,6,Kris
6145,4,1,Kris
6146,2,1,Kris
6147,5,2,Kris
6148,1,5,Kris
6149,6,5,Kris
6150,6,4,Kris
6151,4,1,Kris
6152,5,2,Kris
6153,1,1,Kris
6154,6,1,Kris
6155,6,4,Kris
6156,1,6,Kris
6157,1,1,Kris
6158,5,6,Kris
6159,3,6,Kris
6160,4,2,Kris
6161,6,5,Kris
6162,4,2,Kris
6163,3,4,Kris
6164,1,1,Kris
6165,3,6,Kris
6166,4,1,Kris
6167,3,5,Kris
6168,6,4,Kris
6169,5,3,Kris
6170,3,1,Kris
6171,6,5,Kris
6172,6,1,Kris
6173,1,6,Kris
6174,6,2,Kris
6175,1,2,Kris
6176,3,2,Kris
6177,6,2,Kris
6178,5,1,Kris
6179,6,2,Kris
6180,3,4,Kris
6181,4,2,Kris
6182,4,2,Kris
6183,4,5,Kris
6184,6,2,Kris
6185,5,4,Kris
6186,5,2,Kris
6187,2,1,Kris
6188,4,1,Kris
6189,6,5,Kris
6190,4,4,Kris
6191,6,1,Kris
6192,2,1,Kris
6193,5,3,Kris
6194,6,6,Kris
6195,3,3,Kris
6196,4,2,Kris
6197,1,3,Kris
6198,4,2,Kris
6199,1,4,Kris
6200,5,1,Kris
6201,2,4,Carey
6202,5,4,Carey
6203,2,2,Carey
6204,4,6,Carey
6205,3,2,Carey
6206,3,5,Carey
6207,5,1,Carey
6208,6,1,Carey
6209,2,5,Carey
6210,6,2,Carey
6211,3,2,Carey
6212,2,2,Carey
6213,4,2,Carey
6214,1,6,Carey
6215,1,1,Carey
6216,2,5,Carey
6217,6,6,Carey
6218,6,5,Carey
6219,1,1,Carey
6220,1,2,Carey
6221,6,3,Carey
6222,1,2,Carey
6223,4,2,Carey
6224,4,2,Carey
6225,6,2,Carey
6226,3,2,Carey
6227,1,5,Carey
6228,6,2,Carey
6229,1,6,Carey
6230,6,4,Carey
6231,4,1,Carey
6232,2,5,Carey
6233,1,4,Carey
6234,3,1,Carey
6235,6,6,Carey
6236,6,4,Carey
6237,6,5,Carey
6238,5,2,Carey
6239,6,1,Carey
6240,1,2,Carey
6241,4,4,Carey
6242,2,3,Carey
6243,6,1,Carey
6244,1,4,Carey
6245,4,6,Carey
6246,6,2,Carey
6247,6,6,Carey
6248,5,1,Carey
6249,1,6,Carey
6250,4,1,Carey
6251,6,6,Carey
6252,3,6,Carey
6253,4,1,Carey
6254,1,1,Carey
6255,3,3,Carey
6256,1,4,Carey
6257,3,6,Carey
6258,1,5,Carey
6259,6,2,Carey
6260,6,2,Carey
6261,3,4,Carey
6262,1,5,Carey
6263,6,1,Carey
6264,1,5,Carey
6265,2,5,Carey
6266,4,1,Carey
6267,6,2,Carey
6268,4,5,Carey
6269,2,1,Carey
6270,1,2,Carey
6271,3,4,Carey
6272,2,2,Carey
6273,6,6,Carey
6274,6,1,Carey
6275,2,2,Carey
6276,5,3,Carey
6277,6,6,Carey
6278,2,5,Carey
6279,1,2,Carey
6280,4,5,Carey
6281,1,4,Carey
6282,5,2,Carey
6283,4,2,Carey
6284,3,3,Carey
6285,3,6,Carey
6286,6,3,Carey
6287,5,2,Carey
6288,2,2,Carey
6289,4,1,Carey
6290,5,6,Carey
6291,6,5,Carey
6292,2,2,Carey
6293,5,5,Carey
6294,5,2,Carey
6295,3,3,Carey
6296,2,4,Carey
6297,2,2,Carey
6298,5,3,Carey
6299,2,3,Carey
6300,5,3,Carey
6301,4,3,Kris
6302,3,2,Kris
6303,3,2,Kris
6304,6,6,Kris
6305,2,3,Kris
6306,5,6,Kris
6307,5,5,Kris
6308,3,6,Kris
6309,1,1,Kris
6310,3,1,Kris
6311,2,1,Kris
6312,5,4,Kris
6313,5,2,Kris
6314,1,5,Kris
6315,2,5,Kris
6316,4,2,Kris
6317,3,5,Kris
6318,2,6,Kris
6319,3,5,Kris
6320,6,4,Kris
6321,6,3,Kris
6322,3,5,Kris
6323,2,6,Kris
6324,2,6,Kris
6325,6,1,Kris
6326,6,6,Kris
6327,2,3,Kris
6328,4,5,Kris
6329,2,1,Kris
6330,5,5,Kris
6331,4,6,Kris
6332,6,5,Kris
6333,3,4,Kris
6334,2,2,Kris
6335,5,1,Kris
6336,5,5,Kris
6337,4,6,Kris
6338,4,6,Kris
6339,4,1,Kris
6340,1,5,Kris
6341,1,1,Kris
6342,1,3,Kris
6343,5,1,Kris
6344,6,5,Kris
6345,6,5,Kris
6346,4,5,Kris
6347,5,2,Kris
6348,1,3,Kris
6349,4,1,Kris
6350,6,2,Kris
6351,4,1,Kris
6352,6,4,Kris
6353,1,5,Kris
6354,2,4,Kris
6355,6,6,Kris
6356,3,5,Kris
6357,1,3,Kris
6358,1,2,Kris
6359,5,3,Kris
6360,1,5,Kris
6361,6,2,Kris
6362,4,1,Kris
6363,4,5,Kris
6364,5,5,Kris
6365,6,2,Kris
6366,1,6,Kris
6367,4,1,Kris
6368,2,6,Kris
6369,5,4,Kris
6370,6,5,Kris
6371,6,5,Kris
6372,1,2,Kris
6373,4,3,Kris
6374,6,6,Kris
6375,1,1,Kris
6376,2,1,Kris
6377,5,6,Kris
6378,6,6,Kris
6379,4,5,Kris
6380,2,3,Kris
6381,4,6,Kris
6382,3,2,Kris
6383,5,6,Kris
6384,3,3,Kris
6385,5,6,Kris
6386,6,6,Kris
6387,6,5,Kris
6388,5,5,Kris
6389,3,2,Kris
6390,3,4,Kris
6391,2,1,Kris
6392,1,6,Kris
6393,5,5,Kris
6394,3,1,Kris
6395,6,1,Kris
6396,2,6,Kris
6397,2,1,Kris
6398,1,2,Kris
6399,4,3,Kris
6400,6,1,Kris
6401,3,5,Carey
6402,5,3,Carey
6403,5,1,Carey
6404,5,3,Carey
6405,2,1,Carey
6406,1,4,Carey
6407,3,1,Carey
6408,5,3,Carey
6409,6,1,Carey
6410,5,4,Carey
6411,2,6,Carey
6412,5,6,Carey
6413,2,4,Carey
6414,6,3,Carey
6415,1,1,Carey
6416,2,2,Carey
6417,5,4,Carey
6418,3,5,Carey
6419,2,2,Carey
6420,6,4,Carey
6421,5,2,Carey
6422,3,2,Carey
6423,5,1,Carey
6424,2,5,Carey
6425,1,3,Carey
6426,3,6,Carey
6427,2,6,Carey
6428,4,3,Carey
6429,3,2,Carey
6430,6,2,Carey
6431,2,3,Carey
6432,4,4,Carey
6433,2,6,Carey
6434,4,4,Carey
6435,1,6,Carey
6436,6,5,Carey
6437,5,5,Carey
6438,4,5,Carey
6439,2,4,Carey
6440,2,1,Carey
6441,4,1,Carey
6442,2,1,Carey
6443,2,4,Carey
6444,2,6,Carey
6445,3,5,Carey
